Year,Month,Day,Latitude,Longitude,Crime Group
2017,5,27,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2017,5,28,16.281021901479683,75.9454866,Legal and Regulatory Offenses
2017,5,29,16.0561915,75.8735408715265,Accidents and Public Safety
2017,6,2,15.903306826993818,75.9454866,Accidents and Public Safety
2017,6,4,15.876327178816256,75.9454866,Legal and Regulatory Offenses
2017,6,5,16.0561915,75.9499832080296,Legal and Regulatory Offenses
2017,6,7,16.0561915,75.85555443940812,Legal and Regulatory Offenses
2017,6,9,16.0561915,75.81958157517137,Violent Crimes
2017,6,11,15.984245771526504,75.9454866,Legal and Regulatory Offenses
2017,6,14,16.038205067881627,75.9454866,Legal and Regulatory Offenses
2017,6,21,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2017,6,22,15.858340746697882,75.9454866,Legal and Regulatory Offenses
2017,6,25,15.858340746697882,75.9454866,Legal and Regulatory Offenses
2017,6,27,15.804381450342756,75.9454866,Legal and Regulatory Offenses
2017,6,30,16.0561915,75.9454866,Legal and Regulatory Offenses
2017,7,2,16.0561915,76.01743232847349,Accidents and Public Safety
2017,7,4,15.804381450342756,75.9454866,Legal and Regulatory Offenses
2017,7,5,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2017,7,8,15.804381450342756,75.9454866,Legal and Regulatory Offenses
2017,7,9,15.984245771526504,75.9454866,Legal and Regulatory Offenses
2017,7,11,16.0561915,75.9454866,Violent Crimes
2017,7,12,16.002232203644876,75.9454866,Legal and Regulatory Offenses
2017,7,14,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2017,7,16,16.0561915,75.83756800728975,Legal and Regulatory Offenses
2017,7,17,16.0561915,75.83756800728975,Property Crimes
2017,7,19,16.137130444532687,75.9454866,Legal and Regulatory Offenses
2017,7,21,16.0561915,75.9499832080296,Legal and Regulatory Offenses
2017,7,24,16.0561915,75.801595143053,Legal and Regulatory Offenses
2017,7,26,15.975252555467314,75.9454866,Missing Persons
2017,7,27,15.876327178816256,75.9454866,Legal and Regulatory Offenses
2017,8,2,15.912300043053005,75.9454866,Legal and Regulatory Offenses
2017,8,4,16.051694891970406,75.9454866,Accidents and Public Safety
2017,8,5,15.966259339408127,75.9454866,Violent Crimes
2017,8,6,16.092164364236748,75.9454866,Legal and Regulatory Offenses
2017,8,7,15.912300043053005,75.9454866,Legal and Regulatory Offenses
2017,8,9,15.975252555467314,75.9454866,Missing Persons
2017,8,13,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2017,8,14,15.912300043053005,75.9454866,Accidents and Public Safety
2017,8,25,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2017,8,27,16.0561915,75.94368795678815,Legal and Regulatory Offenses
2017,8,29,16.0561915,75.81958157517137,Violent Crimes
2017,8,30,16.0561915,75.93919134875856,Accidents and Public Safety
2017,9,3,16.0561915,75.81958157517137,Hate Crimes and Discrimination
2017,9,7,15.95726612334894,75.9454866,Legal and Regulatory Offenses
2017,9,9,16.0561915,75.95447981605919,Violent Crimes
2017,9,12,15.975252555467314,75.9454866,Accidents and Public Safety
2017,9,15,16.0561915,75.84656122334893,Legal and Regulatory Offenses
2017,9,16,15.984245771526504,75.9454866,Legal and Regulatory Offenses
2017,9,17,16.0561915,75.9499832080296,Violent Crimes
2017,9,24,16.101157580295936,75.9454866,Legal and Regulatory Offenses
2017,9,27,15.876327178816256,75.9454866,Violent Crimes
2017,10,4,16.002232203644876,75.9454866,Violent Crimes
2017,10,5,16.0561915,75.9454866,Legal and Regulatory Offenses
2017,10,9,16.0561915,75.9454866,Legal and Regulatory Offenses
2017,10,10,16.0561915,75.82857479123057,Legal and Regulatory Offenses
2017,10,13,15.89431361093463,75.9454866,Missing Persons
2017,10,20,16.054392856788162,75.9454866,Property Crimes
2017,10,21,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2017,10,23,15.876327178816256,75.9454866,Legal and Regulatory Offenses
2017,10,26,16.0561915,75.82857479123057,Accidents and Public Safety
2017,11,1,16.137130444532687,75.9454866,Legal and Regulatory Offenses
2017,11,2,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2017,11,6,16.020218635763253,75.9454866,Accidents and Public Safety
2017,11,11,16.0561915,75.98145946423675,Accidents and Public Safety
2017,11,12,16.0561915,75.98145946423675,Accidents and Public Safety
2017,11,13,15.948272907289754,75.9454866,Violent Crimes
2017,11,14,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2017,11,15,16.0561915,75.81958157517137,Property Crimes
2017,11,24,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2017,12,3,16.0561915,75.84656122334893,Violent Crimes
2017,12,4,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2017,12,7,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2017,12,12,15.948272907289754,75.9454866,Legal and Regulatory Offenses
2017,12,13,16.020218635763253,75.9454866,Accidents and Public Safety
2017,12,16,16.0561915,75.9454866,Legal and Regulatory Offenses
2017,12,18,15.89431361093463,75.9454866,Legal and Regulatory Offenses
2017,12,23,15.966259339408127,75.9454866,Violent Crimes
2017,12,24,15.966259339408127,75.9454866,Violent Crimes
2017,12,25,16.0561915,75.99944589635511,Accidents and Public Safety
2017,12,29,16.0561915,75.9454866,Accidents and Public Safety
2018,1,1,16.0561915,75.9454866,Legal and Regulatory Offenses
2018,1,2,16.0561915,75.81958157517137,Violent Crimes
2018,1,3,16.0561915,75.81958157517137,Violent Crimes
2018,1,4,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2018,1,6,15.984245771526504,75.9454866,Legal and Regulatory Offenses
2018,1,7,16.25404225330212,75.9454866,Violent Crimes
2018,1,11,16.0561915,75.8735408715265,Accidents and Public Safety
2018,1,12,16.101157580295936,75.9454866,Legal and Regulatory Offenses
2018,1,14,16.0561915,75.85555443940812,Accidents and Public Safety
2018,1,16,16.110150796355125,75.9454866,Legal and Regulatory Offenses
2018,1,19,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,1,22,16.0561915,75.96347303211837,Legal and Regulatory Offenses
2018,1,24,15.912300043053005,75.9454866,Other Crimes
2018,1,28,15.95726612334894,75.9454866,Missing Persons
2018,2,3,16.0561915,75.85555443940812,Accidents and Public Safety
2018,2,4,16.0561915,75.98145946423675,Legal and Regulatory Offenses
2018,2,5,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,2,9,16.0561915,75.9409899919704,Legal and Regulatory Offenses
2018,2,14,16.0561915,75.93919134875856,Legal and Regulatory Offenses
2018,2,15,16.0561915,75.9499832080296,Legal and Regulatory Offenses
2018,2,16,16.101157580295936,75.9454866,Violent Crimes
2018,2,17,15.876327178816256,75.9454866,Legal and Regulatory Offenses
2018,2,18,16.0561915,76.01743232847349,Legal and Regulatory Offenses
2018,2,19,16.0561915,75.82857479123057,Legal and Regulatory Offenses
2018,2,21,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2018,2,22,16.0561915,75.9454866,Legal and Regulatory Offenses
2018,2,23,16.0561915,75.91850695182244,Legal and Regulatory Offenses
2018,3,4,16.0561915,75.95447981605919,Crimes Against Public Servants
2018,3,5,15.984245771526504,75.9454866,Missing Persons
2018,3,6,16.0561915,75.88253408758568,Violent Crimes
2018,3,7,16.0561915,75.9454866,Violent Crimes
2018,3,9,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,3,17,16.020218635763253,75.9454866,Legal and Regulatory Offenses
2018,3,19,16.0561915,75.9454866,Legal and Regulatory Offenses
2018,3,23,16.0561915,75.81958157517137,Violent Crimes
2018,3,26,16.0561915,75.93919134875856,Legal and Regulatory Offenses
2018,3,28,16.1281372284735,75.9454866,Violent Crimes
2018,4,1,15.966259339408127,75.9454866,Violent Crimes
2018,4,2,15.930286475171377,75.9454866,Other Crimes
2018,4,12,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,4,13,15.89431361093463,75.9454866,Accidents and Public Safety
2018,4,15,16.0561915,75.93919134875856,Legal and Regulatory Offenses
2018,4,16,16.060688108029595,75.9454866,Legal and Regulatory Offenses
2018,4,17,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,4,18,15.876327178816256,75.9454866,Other Crimes
2018,4,21,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,4,24,16.0561915,75.9409899919704,Accidents and Public Safety
2018,4,26,16.137130444532687,75.9454866,Legal and Regulatory Offenses
2018,4,27,15.921293259112192,75.9454866,Legal and Regulatory Offenses
2018,4,28,15.930286475171377,75.9454866,Other Crimes
2018,4,30,16.0561915,75.93919134875856,Legal and Regulatory Offenses
2018,5,1,16.0561915,75.83756800728975,Legal and Regulatory Offenses
2018,5,4,16.0561915,75.90052051970406,Accidents and Public Safety
2018,5,6,16.0561915,75.93919134875856,Legal and Regulatory Offenses
2018,5,8,15.95726612334894,75.9454866,Missing Persons
2018,5,9,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2018,5,11,15.930286475171377,75.9454866,Other Crimes
2018,5,17,16.038205067881627,75.9454866,Missing Persons
2018,5,18,16.0561915,75.95447981605919,Violent Crimes
2018,5,22,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,5,25,16.0561915,75.9409899919704,Legal and Regulatory Offenses
2018,5,30,16.0561915,75.94908388642368,Property Crimes
2018,6,2,16.0561915,75.89152730364488,Legal and Regulatory Offenses
2018,6,5,15.966259339408127,75.9454866,Legal and Regulatory Offenses
2018,6,10,16.0561915,75.95447981605919,Hate Crimes and Discrimination
2018,6,13,15.921293259112192,75.9454866,Accidents and Public Safety
2018,6,15,16.0561915,75.98145946423675,Missing Persons
2018,6,20,15.975252555467314,75.9454866,Legal and Regulatory Offenses
2018,6,22,16.002232203644876,75.9454866,Accidents and Public Safety
2018,6,24,16.0561915,75.99944589635511,Legal and Regulatory Offenses
2018,6,25,16.0561915,75.91850695182244,Accidents and Public Safety
2018,6,26,16.236055821183747,75.9454866,Missing Persons
2018,6,27,16.011225419704065,75.9454866,Accidents and Public Safety
2018,6,29,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,7,1,16.137130444532687,75.9454866,Legal and Regulatory Offenses
2018,7,8,16.0561915,75.89152730364488,Accidents and Public Safety
2018,7,10,16.0561915,75.9454866,Other Crimes
2018,7,11,15.930286475171377,75.9454866,Other Crimes
2018,7,15,16.0561915,75.81958157517137,Accidents and Public Safety
2018,7,17,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2018,7,19,16.0561915,75.92750016788162,Accidents and Public Safety
2018,7,24,16.0561915,75.93649338394081,Accidents and Public Safety
2018,7,25,16.0561915,75.93919134875856,Property Crimes
2018,7,26,15.930286475171377,75.9454866,Accidents and Public Safety
2018,7,27,16.038205067881627,75.9454866,Legal and Regulatory Offenses
2018,7,28,15.966259339408127,75.9454866,Property Crimes
2018,7,29,15.89431361093463,75.9454866,Legal and Regulatory Offenses
2018,8,2,16.020218635763253,75.9454866,Other Crimes
2018,8,9,16.218069389065374,75.9454866,Property Crimes
2018,8,12,15.930286475171377,75.9454866,Other Crimes
2018,8,13,16.0561915,75.83756800728975,Accidents and Public Safety
2018,8,21,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2018,8,23,16.02921185182244,75.9454866,Legal and Regulatory Offenses
2018,9,5,15.876327178816256,75.9454866,Crimes Against Public Servants
2018,9,12,15.948272907289754,75.9454866,Legal and Regulatory Offenses
2018,9,13,15.930286475171377,75.9454866,Legal and Regulatory Offenses
2018,9,16,16.0561915,75.85555443940812,Accidents and Public Safety
2018,9,23,16.02921185182244,75.9454866,Crimes Against Public Servants
2018,9,29,15.89431361093463,75.9454866,Violent Crimes
2018,10,2,16.0561915,75.93649338394081,Violent Crimes
2018,10,3,16.0561915,75.9409899919704,Missing Persons
2018,10,5,16.0561915,75.94368795678815,Missing Persons
2018,10,6,16.146123660591872,75.9454866,Legal and Regulatory Offenses
2018,10,9,16.110150796355125,75.9454866,Hate Crimes and Discrimination
2018,10,17,16.0561915,75.91850695182244,Accidents and Public Safety
2018,10,23,15.930286475171377,75.9454866,Accidents and Public Safety
2018,10,24,16.0561915,75.98145946423675,Violent Crimes
2018,10,27,16.0561915,75.9454866,Legal and Regulatory Offenses
2018,11,4,16.0561915,75.9454866,Property Crimes
2018,11,8,15.984245771526504,75.9454866,Accidents and Public Safety
2018,11,9,16.0561915,75.81958157517137,Legal and Regulatory Offenses
2018,11,18,16.0561915,75.9454866,Accidents and Public Safety
2018,11,23,16.0561915,75.9409899919704,Legal and Regulatory Offenses
2018,12,5,15.921293259112192,75.9454866,Accidents and Public Safety
2018,12,8,16.0561915,75.9454866,Accidents and Public Safety
2018,12,10,15.876327178816256,75.9454866,Violent Crimes
2018,12,12,15.876327178816256,75.9454866,Violent Crimes
2018,12,20,16.0561915,75.93919134875856,Accidents and Public Safety
2018,12,23,15.912300043053005,75.9454866,Accidents and Public Safety
2018,12,25,16.0561915,75.98145946423675,Violent Crimes
2018,12,30,16.092164364236748,75.9454866,Violent Crimes
2018,12,31,15.95726612334894,75.9454866,Accidents and Public Safety
2019,1,6,16.0561915,75.95447981605919,Legal and Regulatory Offenses
2019,1,14,16.236055821183747,75.9454866,Legal and Regulatory Offenses
2019,1,16,16.236055821183747,75.9454866,Accidents and Public Safety
2019,1,20,16.1281372284735,75.9454866,Violent Crimes
2019,2,3,16.0561915,75.90052051970406,Legal and Regulatory Offenses
2019,2,5,16.0561915,76.00843911241431,Accidents and Public Safety
2019,2,14,16.051694891970406,75.9454866,Violent Crimes
2019,2,23,15.921293259112192,75.9454866,Accidents and Public Safety
2019,3,2,16.038205067881627,75.9454866,Missing Persons
2019,3,4,16.146123660591872,75.9454866,Hate Crimes and Discrimination
2019,3,5,16.146123660591872,75.9454866,Violent Crimes
